HD 9446 b,"[['HD 9446 c', 0.0], ['HD 8574 b', 5.762651223103812]]"
WASP-104 b,"[['HD 95089 b', 18.02830298802265], ['K2-324 b', 9.38396075681392]]"
EPIC 201497682 b,"[['EPIC 201833600 c', 25.18841451839509], ['K2-10 b', 25.120578480283957], ['K2-319 b', 46.31579917124053], ['K2-35 c', 6.296462971914459]]"
Teegarden's Star c,"[['GJ 9066 b', 1.152961503795975], [""Teegarden's Star b"", 0.0], ['HD 285968 b', 6.266068493911514], ['GJ 15 A b', 2.680890781699463]]"
GJ 9066 b,"[['GJ 9066 c', 0.0]]"
HD 134060 b,"[['HD 134060 c', 0.0]]"
HIP 14810 b,"[['HIP 14810 c', 0.0], ['HIP 14810 d', 0.0], ['K2-288 B b', 17.04106236403888], ['K2-25 b', 14.236346321725245]]"
HD 145377 b,"[['HD 133131 B b', 14.7275234740691], ['HD 155233 b', 27.2002358574028]]"
HD 133131 B b,"[['HD 133131 A c', 0.001689263360266896], ['gam Lib b', 12.340541342404153]]"
WASP-145 A b,"[['HIP 107773 b', 16.230823426466284], ['HIP 105854 b', 33.4890738875773]]"
HIP 91258 b,"[['HIP 109384 b', 22.17929075670784], ['HD 167042 b', 7.802028782941896]]"
HD 95089 b,"[['HD 95089 c', 0.0], ['HD 96063 b', 11.353508021910807]]"
V830 Tau b,"[['LkCa 15 c', 11.335742564960276]]"
Kepler-1347 b,"[['Kepler-130 b', 47.67597910483922], ['Kepler-539 c', 12.546901292188933]]"
Kepler-130 b,"[['Kepler-130 c', 0.0], ['Kepler-130 d', 0.0], ['Kepler-134 b', 58.635575613701505], ['Kepler-971 b', 32.28185189936622], ['Kepler-236 b', 34.03834678486831], ['Kepler-65 e', 14.112345970041513], ['Kepler-518 b', 9.65619224709797]]"
Kepler-131 b,"[['Kepler-1339 b', 51.013201054729755], ['Kepler-99 b', 32.75193680976342], ['Kepler-988 b', 19.810723571649234], ['Kepler-506 b', 11.92198053294836], ['Kepler-454 c', 11.644783349802816], ['Kepler-131 c', 0.0]]"
Kepler-1410 b,"[['Kepler-910 b', 52.270784397787935], ['Kepler-1331 b', 35.850152667686565], ['Kepler-970 b', 21.4059087715758], ['Kepler-951 b', 43.75129982918263], ['Kepler-796 b', 19.187483235705745], ['Kepler-489 b', 12.64749172001709], ['Kepler-479 b', 7.875246070179317], ['Kepler-1671 b', 9.798144329540458], ['Kepler-1063 b', 4.327182132491072]]"
Kepler-134 b,"[['Kepler-134 c', 0.0], ['Kepler-968 b', 26.401448688857823], ['Kepler-1507 b', 23.982119509751623], ['Kepler-658 b', 14.115158264332022], ['Kepler-407 c', 6.174758647682093]]"
TOI-540 b,"[['L 98-59 b', 7.395791450578295], ['HD 40307 g', 3.4533805923158836]]"
EPIC 201833600 c,"[['EPIC 201754305 d', 84.30652520174696], ['K2-50 b', 0.0], ['DP Leo b', 74.3904929400246]]"
GJ 887 b,"[['GJ 887 c', 0.0]]"
HD 133131 A c,"[['HD 133131 A b', 0.0]]"
L 168-9 b,"[['HIP 107772 b', 10.003596728351917], ['HD 4308 b', 5.519742935637833], ['HD 219077 b', 4.2417035413667525]]"
HD 94834 b,"[['HD 99706 b', 65.37211360479603]]"
HD 99706 b,"[['HD 99706 c', 0.0]]"
NGTS-1 b,"[['NGTS-4 b', 68.66959809354982]]"
Kepler-910 b,"[['Kepler-997 b', 94.13786831095538], ['Kepler-962 b', 45.166147919593854], ['2MASS J19383260+4603591 b', 24.356444373929854], ['Kepler-775 b', 25.06804267055494], ['Kepler-448 c', 14.372811264837885], ['Kepler-437 b', 18.83470987671881], ['Kepler-353 b', 15.30895367159108]]"
NGTS-4 b,"[['NGTS-6 b', 67.62978751263034], ['NGTS-10 b', 51.42465547732853], ['WASP-160 B b', 17.861005937224057], ['WASP-168 b', 89.94537222281234], ['WASP-63 b', 43.748967643014545]]"
Kepler-997 b,"[['Kepler-931 b', 77.89384284171364], ['Kepler-1341 b', 67.6861183631101], ['Kepler-845 b', 11.033301511410574], ['Kepler-537 b', 12.467314343751044], ['Kepler-468 b', 6.406780341324458]]"
HIP 4845 b,"[['LHS 1140 b', 6.437444007977331]]"
LkCa 15 c,"[['LkCa 15 b', 0.0], ['CI Tau b', 3.821833878536287]]"
LHS 1140 b,"[['LHS 1140 c', 0.0]]"
WASP-2 b,"[['MASCARA-1 b', 46.98634120824936]]"
Kepler-931 b,"[['Kepler-1332 b', 47.319004793999035], ['Kepler-964 b', 25.031489040998704], ['Kepler-932 b', 12.780705440111678], ['Kepler-1006 b', 10.772147225278388], ['KOI-94 e', 9.871539768835197]]"
Kepler-1332 b,"[['Kepler-928 b', 28.5180391118129], ['Kepler-999 b', 81.10689365186835], ['Kepler-1395 b', 35.33439458575476], ['Kepler-1560 b', 19.254470510804737], ['Kepler-646 b', 5.907796037246447]]"
WASP-32 b,"[['WASP-21 b', 111.48631094299303], ['EPIC 220674823 b', 68.13700071731301], ['K2-326 b', 60.85369655698336], ['WASP-118 b', 135.37926085978813], ['K2-214 b', 62.52260981639424]]"
Kepler-1341 b,"[['Kepler-1408 b', 42.92724114541627], ['Kepler-1418 b', 41.94452284628247], ['Kepler-989 b', 31.80539427601911], ['Kepler-95 b', 27.11103868575476], ['Kepler-185 c', 13.701297252531202]]"
L 98-59 b,"[['L 98-59 d', 0.0], ['L 98-59 c', 0.0], ['HD 85512 b', 5.269054752918891]]"
Kepler-928 b,"[['Kepler-1414 b', 35.5211211528809], ['Kepler-1406 b', 62.77325882414733], ['Kepler-986 b', 40.39542333954029], ['Kepler-773 b', 33.19497821754887], ['Kepler-1576 b', 14.341437905391397], ['Kepler-1324 b', 17.477914097377774], ['Kepler-1430 b', 19.409344763767404]]"
LP 791-18 b,"[['LP 791-18 c', 0.0]]"
Kepler-1414 b,"[['Kepler-140 b', 75.43474204086897], ['Kepler-780 b', 30.63727157210898]]"
Kepler-140 b,"[['Kepler-140 c', 0.0], ['Kepler-1412 b', 62.643858630749605], ['Kepler-1337 b', 6.34031164752509], ['Kepler-1328 b', 48.419779012957115], ['Kepler-310 d', 21.928689466713468], ['Kepler-1692 b', 8.601159492307032]]"
HD 129445 b,"[['TOI-824 b', 13.349844225374502]]"
EPIC 201754305 d,"[['K2-11 b', 38.84595136238278], ['K2-14 b', 36.72037219501805], ['WASP-56 b', 116.67762374870404], ['K2-48 b', 23.531540697365948], ['K2-16 c', 0.0], ['K2-16 b', 0.0], ['K2-12 b', 19.546162153982813], ['HD 102272 b', 59.250078142376324]]"
Kepler-1412 b,"[['Kepler-1402 b', 42.16109825075209], ['Kepler-956 b', 8.538203006980192], ['Kepler-885 b', 26.964993940364455], ['Kepler-675 b', 20.557811170674793], ['Kepler-662 b', 19.15545949624104]]"
Kepler-1402 b,"[['Kepler-1409 b', 51.22678169213479], ['Kepler-1327 b', 28.79072494827621], ['Kepler-982 b', 45.13239960217578], ['Kepler-133 b', 45.580346789774765], ['Kepler-936 b', 30.620771075206857]]"
WASP-148 c,"[['WASP-148 b', 0.0], ['HAT-P-67 b', 72.45118540583721]]"
Kepler-1339 b,"[['Kepler-992 b', 4.151806317806761], ['Kepler-531 b', 15.522398170667389]]"
LTT 3780 b,"[['LTT 3780 c', 0.0], ['HD 82943 b', 7.2676900578452255], ['GJ 328 b', 9.171132829864357]]"
Kepler-971 b,"[['Kepler-98 b', 22.758534905095278], ['Kepler-907 b', 9.809696217495077], ['Kepler-580 b', 12.84405543610352], ['Kepler-442 b', 13.152542918304285], ['Kepler-1628 b', 18.846624530894395], ['Kepler-1542 b', 14.479388548701037]]"
Kepler-999 b,"[['Kepler-979 b', 38.39141964456526], ['Kepler-949 b', 8.644999404425032]]"
CHXR 73 b,"[['MASCARA-4 b', 44.837274298561844], ['CT Cha b', 26.30439696996534], ['HD 97048 b', 6.057069231491806]]"
Kepler-1328 b,"[['Kepler-1335 b', 25.877869494526674], ['Kepler-1329 b', 48.322999987181106], ['Kepler-983 b', 26.08599618300976], ['Kepler-834 b', 22.54367368204325], ['Kepler-892 b', 16.896517541897335]]"
Kepler-1335 b,"[['Kepler-1338 b', 11.786285101784975], ['Kepler-995 b', 45.316437047548405], ['Kepler-978 b', 18.868407519777588], ['Kepler-599 b', 14.088162067446351]]"
Kepler-1408 b,"[['Kepler-97 c', 38.64970103238088], ['Kepler-83 b', 24.68245768859203], ['Kepler-801 b', 19.738694158705872], ['Kepler-271 d', 11.712569666379009], ['Kepler-1459 b', 10.131286774877193]]"
Kepler-968 b,"[['Kepler-968 c', 0.0], ['Kepler-973 b', 21.644615206731814], ['Kepler-960 b', 27.0274989376423], ['Kepler-674 b', 10.108638208316712], ['Kepler-551 b', 11.212350665850845], ['Kepler-52 d', 13.199467152882162]]"
Kepler-97 c,"[['Kepler-969 b', 9.041364103235924], ['Kepler-97 b', 0.0], ['Kepler-844 b', 11.856019408482515], ['Kepler-486 b', 25.64490010282316], ['Kepler-129 b', 13.869525293329945]]"
Kepler-1418 b,"[['Kepler-967 b', 37.08179826508887], ['Kepler-431 d', 18.86718085828023], ['Kepler-1566 b', 15.935773910845176]]"
Kepler-967 b,"[['Kepler-967 c', 0.0], ['Kepler-319 b', 22.852362658877976]]"
Kepler-133 b,"[['Kepler-133 c', 0.0], ['Kepler-1545 b', 27.915194789399905], ['Kepler-665 b', 14.61183496869764], ['Kepler-654 b', 17.821809144543757], ['Kepler-535 b', 21.203055105469765]]"
Kepler-988 b,"[['Kepler-953 c', 14.004596445874647], ['Kepler-908 b', 19.711069457716665], ['Kepler-806 b', 23.825260688731376], ['Kepler-705 b', 5.243218399372673], ['Kepler-327 d', 10.876695451611551]]"
Kepler-953 c,"[['Kepler-953 b', 0.0], ['Kepler-954 b', 28.388122540570286], ['Kepler-126 b', 2.285309279752919]]"
Kepler-1338 b,"[['Kepler-961 b', 28.641190371225502], ['Kepler-9 b', 37.98701938756184], ['Kepler-600 b', 6.087079645872076], ['Kepler-1240 b', 15.725550804165332]]"
Kepler-95 b,"[['Kepler-958 b', 25.840273364921753], ['Kepler-196 c', 19.505623434581377], ['Kepler-1223 b', 5.97250775935357]]"
Kepler-978 b,"[['Kepler-955 b', 36.18878489461924], ['Kepler-934 b', 35.683555268868005], ['Kepler-242 b', 18.918785641665504], ['Kepler-828 b', 6.472435672668432], ['Kepler-402 e', 18.766248978925223]]"
Kepler-1409 b,"[['Kepler-957 b', 40.86390478392705], ['Kepler-574 b', 27.784730599412466], ['Kepler-481 b', 29.79910366129051], ['Kepler-1302 b', 14.387449174524782]]"
Kepler-979 b,"[['Kepler-965 b', 51.69323025837797], ['Kepler-803 b', 22.09529533582623], ['Kepler-784 b', 33.970018727491365], ['Kepler-179 c', 21.684881186497982]]"
Kepler-955 b,"[['Kepler-977 b', 43.677534750766654], ['Kepler-1296 b', 33.61032008472327], ['Kepler-687 b', 16.86004990090764]]"
EPIC 205950854 c,"[['WASP-75 b', 49.06052767855917], ['K2-168 b', 0.0], ['K2-169 b', 19.401184590910514]]"
WASP-25 b,"[['WASP-131 b', 65.18444374594102], ['WASP-83 b', 96.84580687719125], ['HATS-37 A b', 22.449448558336588]]"
Kepler-989 b,"[['Kepler-1298 b', 26.769352297121134], ['Kepler-153 b', 20.902968534635892], ['Kepler-1443 b', 13.93322054696336]]"
Kepler-99 b,"[['Kepler-942 b', 15.042065090032596], ['KELT-9 b', 29.541951417118767]]"
Kepler-1395 b,"[['Kepler-935 b', 30.892081675437073], ['Kepler-889 b', 28.643453758813326], ['Kepler-900 b', 23.80080466521819], ['Kepler-1515 b', 9.724069871075214], ['Kepler-1104 b', 21.47572000377354]]"
Kepler-957 b,"[['Kepler-966 b', 68.10921582456646], ['Kepler-916 b', 43.30632755033148], ['Kepler-90 i', 59.18858316211947], ['Kepler-849 b', 7.4193800995405725], ['Kepler-594 b', 17.587797158362054]]"
WASP-129 b,"[['WASP-87 b', 80.30888907653846], ['WASP-19 b', 94.18861233008634], ['HATS-22 b', 62.744823416889865]]"
Kepler-966 b,"[['Kepler-963 b', 70.46907127281493], ['Kepler-879 b', 16.473477363706543], ['Kepler-840 b', 12.262311010750807]]"
Kepler-1308 b,"[['Kepler-93 c', 24.01453883799544], ['Kepler-504 b', 9.868683092134054]]"
Kepler-963 b,"[['Kepler-980 b', 27.640811954577], ['Kepler-1571 b', 44.443603025957174], ['Kepler-655 b', 25.317698272783247], ['Kepler-559 b', 18.478059491326942]]"
Kepler-980 b,"[['Kepler-1336 b', 35.70068582559206], ['Kepler-903 c', 90.86338562192083], ['Kepler-861 b', 27.652276252397762]]"
NGTS-10 b,"[['WASP-64 b', 68.5541390946959]]"
WASP-35 b,"[['WASP-82 b', 82.92796528252659]]"
Kepler-995 b,"[['Kepler-1288 b', 64.15048453386694], ['Kepler-826 b', 10.307186161139795], ['Kepler-237 c', 22.55914835506815], ['Kepler-1601 b', 14.578996821758132], ['Kepler-1531 b', 12.306895825443574]]"
Kepler-969 b,"[['Kepler-888 b', 36.264871691687034], ['Kepler-833 b', 22.283013720960657], ['Kepler-782 b', 2.87627411881303], ['Kepler-1687 b', 24.363465877347], ['Kepler-969 c', 0.0]]"
WASP-83 b,"[['EPIC 212587672 b', 94.71680242884247], ['HATS-2 b', 95.3367547292999], ['K2-140 b', 69.02614375585361]]"
WASP-38 b,"[['HD 152581 b', 38.86715367533487]]"
EPIC 212587672 b,"[['EPIC 212737443 c', 32.903215500762336], ['WASP-54 b', 87.96735462483709], ['WASP-55 b', 43.62583893721845]]"
TOI-849 b,"[['WASP-53 b', 40.977025656236975]]"
EPIC 212737443 c,"[['EPIC 212737443 b', 0.0], ['WASP-157 b', 19.01555199671563], ['K2-193 b', 73.95921554407597]]"
HAT-P-20 b,"[['K2-146 c', 24.632504786189926], ['HD 67087 b', 16.01220835080246]]"
Kepler-970 b,"[['Kepler-1505 b', 15.738290029115914], ['Kepler-88 d', 13.009425988170351]]"
WASP-53 b,"[['WASP-53 c', 0.0], ['WASP-50 b', 53.14875916509357], ['NGTS-11 b', 36.51832504805584], ['HD 13167 b', 54.3403100022023]]"
Kepler-977 b,"[['Kepler-151 b', 15.346567157255436], ['Kepler-866 b', 30.338797401643948], ['Kepler-709 b', 6.63241295193201]]"
K2-148 b,"[['K2-148 c', 0.0], ['K2-216 b', 15.754427249337837], ['K2-212 b', 15.536289499896645], ['K2-148 d', 0.0], ['HD 5319 b', 2.762663531189]]"
Kepler-151 b,"[['Kepler-151 c', 0.0], ['Kepler-1553 b', 61.749912900706185], ['Kepler-785 b', 25.57656626077551], ['Kepler-630 b', 17.443025770526404], ['Kepler-496 b', 8.853167365595944]]"
Kepler-903 c,"[['Kepler-903 b', 0.0], ['Kepler-886 b', 58.183869587485574], ['Kepler-927 b', 51.62551372545558], ['Kepler-825 b', 69.11379609981833], ['Kepler-706 b', 41.558999263194316], ['Kepler-635 b', 11.540935518886902]]"
Kepler-993 b,"[['Kepler-909 b', 23.82079511475962], ['Kepler-1008 b', 14.880710836575686]]"
K2-138 e,"[['K2-138 f', 0.0], ['K2-138 d', 0.0], ['K2-138 c', 0.0], ['K2-138 b', 0.0]]"
WASP-101 b,"[['WASP-49 b', 33.39304744850271]]"
EPIC 220674823 b,"[['EPIC 220674823 c', 0.0], ['HD 5891 b', 59.86424031162802], ['K2-295 b', 37.23903068700702], ['K2-220 b', 12.465513878402893]]"
HAT-P-12 b,"[['HAT-P-3 b', 14.369243037408202], ['HD 125390 b', 19.423363210012855]]"
HD 158259 e,"[['HD 158259 f', 0.0], ['HD 158259 c', 0.0], ['HD 158259 d', 0.0], ['HD 158259 b', 0.0]]"
WASP-85 A b,"[['K2-17 b', 17.81205108763516], ['HD 100655 b', 34.54595805231202]]"
Kepler-1507 b,"[['Kepler-1558 b', 7.550066785053512], ['Kepler-540 b', 15.505422342411137], ['Kepler-509 b', 13.957315269150602], ['Kepler-1178 b', 7.418997456736422], ['Kepler-1350 b', 8.14955105673091]]"
K2-105 b,"[['HAT-P-30 b', 32.39603541693526], ['KELT-17 b', 10.775327068185893], ['K2-180 b', 13.09316683825002]]"
Kepler-1296 b,"[['Kepler-1552 b', 30.739432124026433], ['Kepler-241 b', 22.408962106244847], ['Kepler-633 b', 27.45085795432258], ['Kepler-184 d', 20.712035351597326], ['Kepler-1120 b', 14.474765063574342]]"
eps CrB b,"[['HD 159243 b', 38.62224567414886], ['HD 158038 b', 37.46546533108313], ['omi CrB b', 19.019039674216028], ['HD 149026 b', 18.04699322233162]]"
K2-169 b,"[['K2-172 b', 18.113874222380424], ['K2-70 b', 19.664805693093747]]"
Kepler-889 b,"[['Kepler-1563 b', 38.48972208845516], ['Kepler-572 b', 19.12235054672687], ['Kepler-895 b', 13.918667795135551]]"
XO-7 b,"[['HD 158996 b', 57.46747743701313]]"
Kepler-986 b,"[['Kepler-1559 b', 19.79383626785181], ['Kepler-831 b', 19.73127635938541], ['Kepler-474 b', 12.253670944037047]]"
K2-170 b,"[['K2-170 c', 0.0], ['K2-61 b', 32.519363824249126]]"
Kepler-1560 b,"[['Kepler-882 b', 13.161342289436861], ['Kepler-1365 b', 16.71685210558025]]"
Kepler-951 b,"[['Kepler-156 b', 43.9764536708482], ['Kepler-235 e', 28.287233208634113], ['Kepler-975 b', 16.35658087233024]]"
Kepler-156 b,"[['Kepler-156 c', 0.0], ['Kepler-795 b', 11.7064281911572], ['Kepler-746 b', 3.992997193319252], ['Kepler-542 b', 16.719300212988262], ['Kepler-467 b', 21.468170475264923], ['Kepler-278 b', 7.576915445877263]]"
Kepler-1563 b,"[['Kepler-883 b', 17.215973884130715], ['Kepler-842 b', 29.192000381236618], ['Kepler-1248 b', 7.714657354317814]]"
Kepler-1337 b,"[['Kepler-877 b', 25.604406435055687], ['Kepler-465 b', 18.919362823716373], ['Kepler-1644 b', 17.11582591878679]]"
Kepler-983 b,"[['Kepler-880 b', 35.17410198936183], ['Kepler-648 b', 14.00711984714536], ['Kepler-192 d', 25.452164617593677], ['Kepler-1126 b', 15.924985462026953]]"
Kepler-1288 b,"[['Kepler-876 b', 36.61407129730569], ['Kepler-243 b', 10.451725823401858], ['Kepler-776 b', 18.953545109270966]]"
Kepler-886 b,"[['Kepler-1564 b', 66.66682151072669], ['Kepler-837 b', 38.24270696695146], ['Kepler-778 b', 45.14235095783092], ['Kepler-1606 b', 24.35102732035616], ['Kepler-1595 b', 19.140925853140043]]"
Kepler-9 b,"[['Kepler-9 c', 0.0], ['Kepler-9 d', 0.0], ['Kepler-821 b', 11.662372782034385], ['Kepler-1526 b', 38.482641645325096]]"
Kepler-1553 b,"[['Kepler-906 b', 41.821819653309994], ['Kepler-819 b', 33.86839678792269], ['Kepler-556 b', 16.950884961894136], ['Kepler-416 c', 14.881251910152498], ['Kepler-356 c', 17.83566693372347], ['Kepler-1110 b', 8.693599040310993]]"
Kepler-1564 b,"[['Kepler-902 b', 33.606495580894396], ['Kepler-839 b', 44.50006652747364], ['Kepler-656 b', 26.393522996869347], ['Kepler-403 d', 13.131906665205769]]"
Kepler-927 b,"[['Kepler-150 b', 40.29518779448956], ['Kepler-759 b', 15.628416208260639], ['Kepler-756 b', 30.50278510423646]]"
Kepler-150 b,"[['Kepler-150 c', 0.0], ['Kepler-823 b', 52.15223730273601], ['Kepler-822 b', 67.30887675450838], ['Kepler-7 b', 34.5922733902593], ['Kepler-150 f', 0.0], ['Kepler-150 e', 0.0], ['Kepler-150 d', 0.0], ['Kepler-1500 b', 17.94311432117724]]"
HD 89307 b,"[['gam 1 Leo b', 7.849892633202904], ['HD 81040 b', 9.113654544755008]]"
K2-324 b,"[['K2-322 b', 14.330186480148154]]"
Kepler-906 b,"[['Kepler-240 b', 9.870481587015584], ['Kepler-794 b', 37.01157030291383]]"
Kepler-240 b,"[['Kepler-240 c', 0.0], ['Kepler-854 b', 43.68960242866645], ['Kepler-701 b', 25.72951733763581], ['Kepler-634 b', 5.786054678371169]]"
Kepler-916 b,"[['Kepler-85 c', 16.02544269277542], ['Kepler-1156 b', 21.5605173735324]]"
Kepler-85 c,"[['Kepler-85 d', 0.0], ['Kepler-85 e', 0.0], ['Kepler-85 b', 0.0], ['Kepler-760 c', 36.10526179536416], ['Kepler-650 b', 29.97655044414089], ['Kepler-368 b', 10.799129893574714]]"
K2-322 b,"[['K2-323 b', 8.457538386658975]]"
Kepler-241 b,"[['Kepler-241 c', 0.0], ['Kepler-206 d', 13.992610934796264], ['Kepler-1277 b', 18.728950531735624]]"
Kepler-1329 b,"[['Kepler-853 b', 23.288590202124077], ['Kepler-589 b', 21.197356096026702]]"
Kepler-883 b,"[['Kepler-847 b', 27.90849685324014], ['Kepler-4 b', 5.358254137512795]]"
Kepler-1336 b,"[['Kepler-852 b', 41.63865452019184], ['Kepler-623 b', 15.358224401187899], ['Kepler-564 b', 10.497437261104544], ['Kepler-1336 c', 0.0]]"
Kepler-840 b,"[['Kepler-848 b', 35.74046450653806], ['Kepler-51 d', 24.666739610572908], ['Kepler-15 b', 23.169768905460934]]"
K2-325 b,"[['WASP-52 b', 46.964022478639166], ['HD 1666 b', 33.488599442880066]]"
Kepler-242 b,"[['Kepler-242 c', 0.0], ['Kepler-1701 b', 16.52538177674376]]"
WASP-4 b,"[['WASP-5 b', 48.10214276531078], ['WASP-164 b', 111.20190048344652]]"
Kepler-243 b,"[['Kepler-243 c', 0.0], ['Kepler-290 b', 14.32968285622229], ['Kepler-204 c', 8.3602193240969]]"
Kepler-852 b,"[['Kepler-851 b', 31.942262635016597], ['Kepler-29 b', 18.67059009269955], ['Kepler-1645 b', 10.25570931463003], ['Kepler-1519 b', 15.733536174621378]]"
WASP-87 b,"[['HATS-17 b', 53.79760040641453]]"
WASP-69 b,"[['HD 202206 c', 14.02611140207881]]"
USco CTIO 108 b,"[['K2-318 b', 22.40426662740512]]"
Kepler-83 b,"[['Kepler-83 c', 0.0], ['Kepler-83 d', 0.0], ['Kepler-777 b', 22.632931146361788], ['Kepler-322 c', 6.328348974236064], ['Kepler-139 b', 9.720188037578094], ['Kepler-128 b', 4.824734133848236]]"
HD 59686 A b,"[['tau Gem b', 29.944823847984058]]"
GSC 06214-00210 b,"[['K2-32 b', 22.052776453946173], ['K2-53 b', 6.711688271869982]]"
K2-32 b,"[['K2-32 c', 0.0], ['WASP-163 b', 110.72290734910634], ['K2-32 e', 0.0], ['K2-32 d', 0.0]]"
Kepler-237 c,"[['Kepler-237 b', 0.0], ['Kepler-1547 b', 22.18005420115518], ['Kepler-200 c', 16.6417331031228], ['Kepler-1675 b', 11.205150841461991]]"
Kepler-236 b,"[['Kepler-236 c', 0.0], ['Kepler-475 b', 16.577097185973532], ['Kepler-202 c', 8.776440375693463], ['Kepler-1185 b', 14.460374958313292]]"
Kepler-837 b,"[['Kepler-813 b', 37.283162802660954], ['Kepler-802 b', 23.99109028730835], ['Kepler-721 b', 23.41371158762893], ['Kepler-613 b', 31.481327022568113], ['Kepler-1616 b', 23.04846825549522]]"
Kepler-813 b,"[['Kepler-811 b', 11.519793438105346], ['Kepler-380 c', 32.6377877696389], ['Kepler-229 d', 14.345308033994106], ['Kepler-921 b', 16.60106225376847], ['Kepler-1177 b', 20.350463936665722]]"
Kepler-1505 b,"[['Kepler-81 d', 12.233718490591713]]"
Kepler-81 d,"[['Kepler-81 c', 0.0], ['Kepler-81 b', 0.0]]"
Kepler-902 b,"[['Kepler-809 b', 34.36985727234175], ['Kepler-763 b', 26.179191917019402], ['Kepler-1528 b', 28.673469772336706], ['Kepler-981 b', 15.160215098236876]]"
Kepler-909 b,"[['Kepler-808 b', 19.131810203522175]]"
Kepler-822 b,"[['Kepler-82 b', 63.186123377416905], ['Kepler-820 b', 37.304896458853435], ['Kepler-818 b', 52.53587532260343], ['Kepler-376 c', 22.27897966199771], ['Kepler-1330 b', 28.300953228981726]]"
Kepler-82 b,"[['Kepler-82 c', 0.0], ['Kepler-82 d', 0.0], ['Kepler-82 e', 0.0], ['Kepler-82 f', 0.0], ['Kepler-710 b', 14.659302912206151], ['Kepler-712 b', 29.154091631119925], ['Kepler-608 b', 29.571317112533595], ['Kepler-56 d', 22.604770240467413], ['Kepler-1196 b', 24.48467553106998], ['Kepler-1015 b', 8.605862767917232]]"
Kepler-1331 b,"[['Kepler-80 g', 12.113178813110784], ['Kepler-755 c', 3.2728460498988277]]"
Kepler-80 g,"[['Kepler-80 f', 0.0], ['Kepler-80 e', 0.0], ['Kepler-80 d', 0.0], ['Kepler-80 c', 0.0], ['Kepler-80 b', 0.0], ['Kepler-632 b', 9.822193021292566]]"
Kepler-936 b,"[['Kepler-805 b', 36.02061197066679], ['Kepler-586 b', 25.04096347987171]]"
Kepler-805 b,"[['Kepler-804 b', 9.573091546648048], ['Kepler-57 c', 5.690630785322982], ['Kepler-561 c', 10.871442836817009], ['Kepler-1218 b', 17.87565894787411]]"
Kepler-804 b,"[['Kepler-804 c', 0.0], ['Kepler-711 b', 43.488074356715025], ['Kepler-213 c', 20.55455619676055], ['Kepler-1684 b', 23.21305104290586]]"
Kepler-825 b,"[['Kepler-825 c', 0.0], ['Kepler-793 b', 27.876726775255378], ['Kepler-76 b', 23.981445376673015], ['Kepler-1602 b', 20.24441671267104]]"
Kepler-794 b,"[['Kepler-790 b', 38.07811816731664], ['Kepler-770 d', 19.063300245735363]]"
Kepler-854 b,"[['Kepler-797 b', 42.494179687483076], ['Kepler-751 b', 19.907811077689352], ['Kepler-248 c', 15.095789870094679]]"
Kepler-809 b,"[['Kepler-836 b', 82.34056961858683], ['Kepler-920 c', 55.02316402416284], ['Kepler-673 b', 59.35401556208673], ['Kepler-154 b', 32.33884029603942]]"
Kepler-823 b,"[['Kepler-829 b', 82.80029762564398], ['Kepler-546 b', 31.896673156939087], ['Kepler-30 d', 43.43667269672707], ['Kepler-1535 b', 30.192569230790014], ['Kepler-1272 b', 10.096461364646109]]"
Kepler-820 b,"[['Kepler-816 b', 77.14211699443334], ['Kepler-771 b', 53.43770449061668], ['Kepler-694 b', 40.03385094435328], ['Kepler-683 b', 26.62949601284383], ['Kepler-1600 b', 9.537737728442696], ['Kepler-924 b', 21.751962067946923], ['Kepler-1155 b', 29.845217901294067]]"
WASP-93 b,"[['HAT-P-29 b', 97.77235421299004], ['Qatar-4 b', 91.23786851412191], ['KELT-1 b', 61.30301791398107], ['HD 220074 b', 107.5181563900198]]"
Kepler-973 b,"[['Kepler-858 b', 7.997053476863227], ['Kepler-533 b', 15.563366734501546]]"
K2-17 b,"[['K2-165 b', 21.574163102003375]]"
K2-165 b,"[['K2-165 c', 0.0], ['K2-165 d', 0.0], ['K2-154 c', 13.728007434159741], ['K2-153 b', 9.264308924923847]]"
Kepler-858 b,"[['Kepler-155 b', 1.318552633155721]]"
Kepler-795 b,"[['Kepler-787 b', 10.869868564884767], ['Kepler-323 c', 4.92907911305896], ['Kepler-1107 b', 4.867419690237254]]"
Kepler-96 b,"[['Kepler-78 b', 10.127319491489272], ['Kepler-1650 b', 5.819745625116153]]"
Kepler-842 b,"[['Kepler-783 b', 23.628112715059352], ['Kepler-1480 b', 12.624474360883454]]"
Kepler-783 b,"[['Kepler-783 c', 0.0], ['Kepler-1577 b', 12.18990599199702], ['Kepler-651 b', 27.820631830355097]]"
Kepler-770 d,"[['Kepler-770 c', 0.0], ['Kepler-770 b', 0.0], ['Kepler-1549 b', 32.831516740801504], ['Kepler-555 b', 16.735125898522618]]"
Kepler-877 b,"[['Kepler-77 b', 21.859306276417616], ['Kepler-660 b', 18.45589854056225]]"
Kepler-785 b,"[['Kepler-772 b', 24.885205878157407]]"
Kepler-793 b,"[['Kepler-768 b', 13.08843342979146], ['Kepler-516 b', 17.517255438855216]]"
Kepler-773 b,"[['Kepler-786 b', 27.0601706193062]]"
