pl_name,ra,dec,st_dist,x,y,z
HD 15337 b,36.868240,-27.635206,44.87,,,
HD 15337 c,36.868240,-27.635206,44.87,,,
HD 153950 b,256.128632,-43.309769,48.52,,,
HD 154345 b,255.651688,47.081882,18.29,,,
HD 154672 b,257.520477,-56.449268,63.16,,,
HD 154857 b,257.815521,-56.680798,63.56,,,
HD 154857 c,257.815521,-56.680798,63.56,,,
HD 155233 b,257.768188,-20.654570,75.13,,,
HD 155358 b,257.394226,33.355854,43.67,,,
HD 155358 c,257.394226,33.355854,43.67,,,
HD 156279 b,258.096680,63.352093,36.23,,,
HD 156279 c,258.096680,63.352093,36.23,,,
HD 156411 b,259.964172,-48.549320,56.96,,,
HD 156668 b,259.418701,29.227226,24.35,,,
HD 156846 b,260.142944,-19.333746,47.80,,,
HD 158038 b,261.439301,27.303341,95.12,,,
HD 158259 b,261.350220,52.790684,27.07,,,
HD 158259 c,261.350220,52.790684,27.07,,,
HD 158259 d,261.350220,52.790684,27.07,,,
HD 158259 e,261.350220,52.790684,27.07,,,
HD 158259 f,261.350220,52.790684,27.07,,,
HD 158996 b,259.904633,80.136398,285.91,,,
HD 159243 b,263.339783,5.700733,73.46,,,
HD 159243 c,263.339783,5.700733,73.46,,,
HD 159868 b,264.748016,-43.145515,55.94,,,
HD 159868 c,264.748016,-43.145515,55.94,,,
HD 1605 b,5.131330,30.974804,89.03,,,
HD 1605 c,5.131330,30.974804,89.03,,,
HD 160691 b,266.036255,-51.834053,15.61,,,
HD 160691 c,266.036255,-51.834053,15.61,,,
HD 160691 d,266.036255,-51.834053,15.61,,,
HD 160691 e,266.036255,-51.834053,15.61,,,
HD 16141 b,38.833035,-3.560602,37.83,,,
HD 16175 b,39.257961,42.062634,59.96,,,
HD 162020 b,267.659821,-40.318348,30.85,,,
HD 163607 b,268.418732,56.391956,67.92,,,
HD 163607 c,268.418732,56.391956,67.92,,,
HD 16417 b,39.244198,-34.577976,25.41,,,
HD 164509 b,270.380127,0.104556,53.19,,,
HD 164595 b,270.162048,29.571922,28.28,,,
HD 164604 b,270.778900,-28.560644,39.41,,,
HD 164922 b,270.628601,26.313002,22.00,,,
HD 164922 c,270.628601,26.313002,22.00,,,
HD 164922 d,270.628601,26.313002,22.00,,,
HD 165155 b,271.488953,-29.917253,63.47,,,
HD 1666 b,5.218085,-19.931225,118.31,,,
HD 166724 b,273.498657,-42.575375,45.19,,,
HD 167042 b,272.631836,54.286552,49.73,,,
HD 168443 b,275.016388,-9.595722,39.67,,,
HD 168443 c,275.016388,-9.595722,39.67,,,
HD 168746 b,275.457428,-11.922684,41.62,,,
HD 1690 b,5.305497,-8.281169,769.37,,,
HD 169830 b,276.956177,-29.816866,37.64,,,
HD 169830 c,276.956177,-29.816866,37.64,,,
HD 170469 b,277.295746,11.695502,60.28,,,
HD 17092 b,41.592117,49.653076,229.89,,,
HD 171028 b,278.064527,6.945743,112.01,,,
HD 171238 b,278.681976,-28.072313,44.87,,,
HD 17156 b,42.435364,71.753235,78.26,,,
HD 173416 b,280.900452,36.556606,132.68,,,
HD 175167 b,285.003479,-69.944244,71.23,,,
HD 175541 b,283.920349,4.265325,130.08,,,
HD 175607 b,285.272858,-66.192680,40.38,,,
HD 17674 b,42.767853,30.286739,44.48,,,
HD 176986 b,285.774475,-11.043926,27.81,,,
HD 176986 c,285.774475,-11.043926,27.81,,,
HD 177565 b,286.718597,-37.810658,16.93,,,
HD 177830 b,286.336548,25.920660,62.88,,,
HD 177830 c,286.336548,25.920660,62.88,,,
HD 178911 B b,287.262939,34.599850,41.02,,,
HD 179079 b,287.790955,-2.638385,69.85,,,
HD 179949 b,288.888458,-24.179352,27.48,,,
HD 180053 b,288.400879,34.914543,137.59,,,
HD 18015 b,43.363365,-8.848020,124.24,,,
HD 180314 b,288.709198,31.860350,122.79,,,
HD 180617 b,289.230225,5.168904,5.91,,,
HD 180902 b,289.823792,-23.558155,104.89,,,
HD 181234 b,290.000397,-9.323601,47.81,,,
HD 181342 b,290.267639,-23.619572,120.81,,,
HD 181433 b,291.289856,-66.468796,26.90,,,
HD 181433 c,291.289856,-66.468796,26.90,,,
HD 181433 d,291.289856,-66.468796,26.90,,,
HD 181720 b,290.720764,-32.919056,60.31,,,
HD 183263 b,292.102386,8.358054,54.28,,,
HD 183263 c,292.102386,8.358054,54.28,,,
HD 185269 b,294.298920,28.499865,52.07,,,
HD 187085 b,297.391541,-37.780552,45.96,,,
HD 187123 b,296.742126,34.419525,46.02,,,
HD 187123 c,296.742126,34.419525,46.02,,,
HD 18742 b,45.044407,-20.802603,163.37,,,
HD 188015 b,298.018921,28.100376,50.74,,,
HD 189733 b,300.182129,22.710854,19.78,,,
HD 190360 b,300.905853,29.896805,16.01,,,
HD 190360 c,300.905853,29.896805,16.01,,,
HD 190647 b,301.831970,-35.538631,54.56,,,
HD 190984 b,302.877991,-64.620468,148.81,,,
HD 191806 b,302.367950,52.276329,65.79,,,
HD 191939 b,302.023987,66.850578,53.48,,,
HD 191939 c,302.023987,66.850578,53.48,,,
HD 191939 d,302.023987,66.850578,53.48,,,
HD 192263 b,303.499359,-0.866877,19.65,,,
HD 192310 b,303.822449,-27.032976,8.80,,,
HD 192310 c,303.822449,-27.032976,8.80,,,
HD 192699 b,304.025024,4.580795,72.01,,,
HD 195019 b,307.077637,18.769497,37.71,,,
HD 196050 b,309.465454,-60.634483,50.75,,,
HD 196067 b,310.433716,-75.350800,39.98,,,
HD 196885 A b,309.966156,11.249649,34.20,,,
HD 197037 b,309.887329,42.248550,33.00,,,
HD 19994 b,48.193485,-1.196101,22.54,,,
HD 20003 b,46.907997,-72.321892,43.80,,,
HD 20003 c,46.907997,-72.321892,43.80,,,
HD 200964 b,316.666016,3.803119,72.74,,,
HD 200964 c,316.666016,3.803119,72.74,,,
HD 202206 c,318.740692,-20.789209,46.03,,,
HD 202696 b,319.224792,27.258121,189.56,,,
HD 202696 c,319.224792,27.258121,189.56,,,
HD 202772 A b,319.699588,-26.616375,147.20,,,
HD 203030 b,319.742584,26.230545,39.29,,,
HD 203473 b,320.578644,5.023597,72.79,,,
HD 2039 b,6.084491,-56.650047,85.90,,,
HD 204313 b,322.050873,-21.726255,47.86,,,
HD 204313 c,322.050873,-21.726255,47.86,,,
HD 204941 b,323.097961,-20.957422,28.74,,,
HD 205739 b,324.535034,-31.737484,92.74,,,
HD 206255 b,325.591217,-50.093609,75.40,,,
HD 206610 b,325.853760,-7.408253,147.78,,,
HD 20781 b,50.012260,-28.783834,35.37,,,
HD 20781 c,50.012260,-28.783834,35.37,,,
HD 20781 d,50.012260,-28.783834,35.37,,,
HD 20781 e,50.012260,-28.783834,35.37,,,
HD 20782 b,50.014908,-28.854071,36.02,,,
HD 207832 b,328.151184,-26.026560,59.03,,,
HD 207832 c,328.151184,-26.026560,59.03,,,
HD 20794 b,49.981876,-43.069782,6.00,,,
HD 20794 c,49.981876,-43.069782,6.00,,,
HD 20794 d,49.981876,-43.069782,6.00,,,
HD 20794 e,49.981876,-43.069782,6.00,,,
HD 208487 b,329.332703,-37.763622,44.00,,,
HD 208527 b,329.099945,21.239859,314.48,,,
HD 20868 b,50.177895,-33.730103,47.79,,,
HD 208897 b,329.748718,19.020302,64.68,,,
HD 209458 b,330.794891,18.884319,48.37,,,
HD 210193 b,332.394226,-41.224892,42.25,,,
HD 210277 b,332.374451,-7.548654,21.31,,,
HD 210702 b,332.963867,16.040550,54.28,,,
HD 211810 b,334.527252,61.134438,64.76,,,
HD 211970 b,335.567535,-54.560619,13.00,,,
HD 212301 b,336.878845,-77.717926,54.32,,,
HD 212771 b,336.762787,-17.263659,111.51,,,
HD 213240 b,337.751526,-49.433270,40.92,,,
HD 213885 b,338.984650,-59.864468,47.97,,,
HD 213885 c,338.984650,-59.864468,47.97,,,
HD 21411 b,51.546322,-30.617809,29.16,,,
HD 214823 b,340.082794,31.787594,101.66,,,
HD 215152 b,340.838745,-6.400821,21.61,,,
HD 215152 c,340.838745,-6.400821,21.61,,,
HD 215152 d,340.838745,-6.400821,21.61,,,
HD 215152 e,340.838745,-6.400821,21.61,,,
HD 215497 b,341.653137,-56.599533,40.59,,,
HD 215497 c,341.653137,-56.599533,40.59,,,
HD 216435 b,343.408051,-48.598286,33.01,,,
HD 216437 b,343.664520,-70.073708,26.71,,,
HD 216536 b,343.266598,44.477753,380.33,,,
HD 216770 b,343.973785,-26.658764,36.70,,,
HD 21693 b,51.802010,-58.323681,32.38,,,
HD 21693 c,51.802010,-58.323681,32.38,,,
HD 217107 b,344.564758,-2.395385,20.07,,,
HD 217107 c,344.564758,-2.395385,20.07,,,
HD 21749 c,51.746769,-63.499100,16.33,,,
HD 217786 b,345.784180,-0.429622,54.80,,,
HD 217850 b,345.652771,58.875927,65.90,,,
HD 218566 b,347.294708,-2.260742,28.85,,,
HD 219077 b,348.527435,-62.700005,29.21,,,
HD 219134 b,348.320740,57.168354,6.53,,,
HD 219134 c,348.320740,57.168354,6.53,,,
HD 219134 d,348.320740,57.168354,6.53,,,
HD 219134 f,348.320740,57.168354,6.53,,,
HD 219134 g,348.320740,57.168354,6.53,,,
HD 219134 h,348.320740,57.168354,6.53,,,
HD 219415 b,348.724278,56.730328,165.97,,,
HD 219666 b,349.556792,-56.903786,94.43,,,
HD 219828 b,349.694733,18.645720,73.27,,,
HD 219828 c,349.694733,18.645720,73.27,,,
HD 220074 b,350.059906,61.970127,327.41,,,
HD 220197 b,350.492859,16.632538,64.53,,,
HD 220689 b,351.470795,-20.616030,46.94,,,
HD 220773 b,351.614349,8.643845,49.00,,,
HD 220842 b,351.654114,56.886528,62.50,,,
HD 221287 b,352.834747,-58.209732,56.01,,,
HD 221416 b,353.033630,-21.801424,95.08,,,
HD 221420 b,353.331604,-77.385330,31.17,,,
HD 221585 b,353.225189,63.155483,55.94,,,
HD 222076 b,354.533112,-70.903358,91.39,,,
HD 222155 b,354.501282,48.996521,50.68,,,
HD 222582 b,355.464722,-5.985757,42.21,,,
HD 224538 b,359.715668,-61.586773,79.24,,,
HD 224693 b,359.974304,-22.428114,93.75,,,
HD 22781 b,55.206356,31.826290,32.63,,,
HD 23079 b,54.929562,-52.915836,33.49,,,
HD 23127 b,54.848495,-60.077843,94.11,,,
HD 231701 b,293.017334,16.474291,109.22,,,
HD 233604 b,137.453380,53.568230,868.63,,,
HD 233832 b,171.522858,50.375778,58.84,,,
HD 23472 b,55.459988,-62.767075,39.08,,,
HD 23472 c,55.459988,-62.767075,39.08,,,
HD 23596 b,57.001556,40.530636,52.08,,,
HD 238914 b,279.584229,59.253857,527.24,,,
HD 240210 b,347.621792,57.029456,142.86,,,
HD 240237 b,348.925934,58.043240,958.16,,,
HD 24040 b,57.595699,17.476366,46.68,,,
HD 24064 b,59.151241,74.080032,302.86,,,
HD 24085 b,56.256458,-70.024101,54.99,,,
HD 25015 b,59.432999,-20.267792,37.47,,,
HD 25171 b,58.956001,-65.186676,55.70,,,
HD 2638 b,7.499466,-5.764002,55.05,,,
HD 2685 b,7.328958,-76.304061,197.98,,,
HD 26965 b,63.818001,-7.652871,5.04,,,
HD 27442 b,64.120956,-59.302155,18.28,,,
HD 27631 b,64.939461,-41.960266,50.36,,,
HD 27894 b,65.196030,-59.410835,43.88,,,
HD 27894 c,65.196030,-59.410835,43.88,,,
HD 27894 d,65.196030,-59.410835,43.88,,,
HD 28185 b,66.609673,-10.550821,39.43,,,
HD 28254 b,66.211273,-50.622192,54.70,,,
HD 285507 b,61.755104,15.335032,45.09,,,
HD 285968 b,70.732407,18.958172,9.47,,,
HD 28678 b,67.856056,4.575287,190.92,,,
HD 29021 b,69.467590,60.676197,31.02,,,
HD 290327 b,80.839851,-2.277619,56.52,,,
HD 2952 b,8.293311,54.894985,110.45,,,
HD 30177 b,70.476555,-58.020756,55.68,,,
HD 30177 c,70.476555,-58.020756,55.68,,,
HD 30562 b,72.151604,-5.674045,26.18,,,
HD 30669 b,72.118690,-28.419298,57.10,,,
HD 30856 b,72.574425,-24.368839,131.70,,,
HD 31253 b,73.681892,12.352201,58.24,,,
HD 31527 b,73.909927,-23.241880,38.57,,,
HD 31527 c,73.909927,-23.241880,38.57,,,
HD 31527 d,73.909927,-23.241880,38.57,,,
HD 3167 b,8.739684,4.381469,47.36,,,
HD 3167 c,8.739684,4.381469,47.36,,,
HD 3167 d,8.739684,4.381469,47.36,,,
HD 32518 b,77.403000,69.639404,122.55,,,
HD 32963 b,76.982353,26.327963,38.12,,,
HD 330075 b,237.407043,-49.963524,45.36,,,
HD 33142 b,76.898087,-13.986480,121.80,,,
HD 33142 c,76.898087,-13.986480,121.80,,,
HD 332231 b,306.741333,33.744450,80.85,,,
HD 33283 b,77.004219,-26.797472,90.10,,,
HD 33564 b,80.639717,79.231148,20.97,,,
HD 33844 b,78.150421,-14.951111,106.10,,,
HD 33844 c,78.150421,-14.951111,106.10,,,
HD 34445 b,79.420746,7.353343,46.15,,,
HD 34445 c,79.420746,7.353343,46.15,,,
HD 34445 d,79.420746,7.353343,46.15,,,
HD 34445 e,79.420746,7.353343,46.15,,,
HD 34445 f,79.420746,7.353343,46.15,,,
HD 34445 g,79.420746,7.353343,46.15,,,
HD 35759 b,82.888962,64.318779,72.50,,,
HD 3651 b,9.840858,21.250473,11.14,,,
HD 37124 b,84.260361,20.730787,31.69,,,
HD 37124 c,84.260361,20.730787,31.69,,,
HD 37124 d,84.260361,20.730787,31.69,,,
HD 37605 b,85.007210,6.060579,46.85,,,
HD 37605 c,85.007210,6.060579,46.85,,,
HD 38283 b,84.258408,-73.699341,38.10,,,
HD 38529 b,86.645470,1.168193,42.41,,,
HD 38529 c,86.645470,1.168193,42.41,,,
HD 38801 b,86.996567,-8.327700,91.68,,,
HD 39091 b,84.291214,-80.469124,18.28,,,
HD 39855 b,88.625648,-19.704346,23.28,,,
HD 40307 b,88.517670,-60.023472,12.94,,,
HD 40307 c,88.517670,-60.023472,12.94,,,
HD 40307 d,88.517670,-60.023472,12.94,,,
HD 40307 f,88.517670,-60.023472,12.94,,,
HD 40307 g,88.517670,-60.023472,12.94,,,
HD 40956 b,91.663147,63.453838,116.99,,,
HD 40979 b,91.124763,44.260445,34.12,,,
HD 41004 A b,89.956871,-48.239693,43.03,,,
HD 41004 B b,89.956886,-48.239841,43.03,,,
HD 4113 b,10.802486,-37.982632,41.92,,,
HD 42012 b,92.485275,34.135300,36.84,,,
HD 4203 b,11.171676,20.448927,81.57,,,
HD 4203 c,11.171676,20.448927,81.57,,,
HD 4208 b,11.111043,-26.515680,34.23,,,
HD 42618 b,93.002357,6.783074,24.35,,,
HD 4308 b,11.163615,-65.649521,22.03,,,
HD 4313 b,11.418160,7.845021,136.82,,,
HD 43197 b,93.398590,-29.897270,56.30,,,
HD 43691 b,94.894485,41.092304,85.81,,,
HD 44219 b,95.059677,-10.725009,50.40,,,
HD 45184 b,96.182831,-28.780113,21.88,,,
HD 45184 c,96.182831,-28.780113,21.88,,,
HD 45350 b,97.190460,38.962963,46.94,,,
HD 45364 b,96.410316,-31.480953,34.39,,,
HD 45364 c,96.410316,-31.480953,34.39,,,
HD 45652 b,97.304962,10.933891,34.89,,,
HD 46375 b,98.302597,5.462925,29.58,,,
HD 47186 b,99.036613,-27.622297,37.50,,,
HD 47186 c,99.036613,-27.622297,37.50,,,
HD 4732 b,12.308117,-24.136671,54.87,,,
HD 4732 c,12.308117,-24.136671,54.87,,,
HD 47366 b,99.419968,-12.985116,84.56,,,
HD 47366 c,99.419968,-12.985116,84.56,,,
HD 47536 b,99.448410,-32.339733,122.95,,,
HD 48265 b,100.007195,-48.541954,90.78,,,
HD 4917 b,12.776146,-12.927608,205.45,,,
HD 49674 b,102.877151,40.867756,43.09,,,
HD 50499 b,103.008438,-33.915562,46.35,,,
HD 50499 c,103.008438,-33.915562,46.35,,,
HD 50554 b,103.678436,24.245558,31.19,,,
HD 51608 b,103.713921,-55.259327,34.83,,,
HD 51608 c,103.713921,-55.259327,34.83,,,
HD 52265 b,105.075150,-5.367162,30.01,,,
HD 5319 b,13.755836,0.789553,121.83,,,
HD 5319 c,13.755836,0.789553,121.83,,,
HD 55696 b,108.062378,-38.174541,78.15,,,
HD 5583 b,14.486255,34.985561,221.00,,,
HD 5608 b,14.559246,33.950886,58.21,,,
HD 564 b,2.470091,-50.267822,53.60,,,
HD 5891 b,15.138300,20.292484,285.75,,,
HD 59686 A b,112.951653,17.086046,96.80,,,
HD 60532 b,113.513252,-22.296066,25.99,,,
HD 60532 c,113.513252,-22.296066,25.99,,,
HD 62509 b,116.328957,28.026199,10.34,,,
HD 63433 b,117.479424,27.363182,22.42,,,
HD 63433 c,117.479424,27.363182,22.42,,,
HD 63454 b,114.841049,-78.278969,37.73,,,
HD 63765 b,116.957161,-54.264145,32.57,,,
HD 64114 b,117.982864,-11.032976,31.55,,,
HD 6434 b,16.167295,-39.488216,42.41,,,
HD 65216 b,118.422173,-63.647324,35.16,,,
HD 65216 c,118.422173,-63.647324,35.16,,,
HD 66141 b,120.566406,2.334571,68.16,,,
HD 66428 b,120.869438,-1.162709,53.36,,,
HD 67087 b,121.915649,31.551319,76.69,,,
HD 67087 c,121.915649,31.551319,76.69,,,
HD 6718 b,16.952761,-8.233706,51.42,,,
HD 68402 b,121.348717,-74.410416,78.61,,,
HD 68988 b,124.592384,61.460724,60.95,,,
HD 69830 b,124.599777,-12.632174,12.56,,,
HD 69830 c,124.599777,-12.632174,12.56,,,
HD 69830 d,124.599777,-12.632174,12.56,,,
HD 70573 b,125.708135,1.859323,45.70,,,
HD 70642 b,125.367233,-39.705410,29.30,,,
HD 7199 b,17.696762,-66.188164,36.19,,,
HD 72490 b,128.402710,13.550790,126.79,,,
HD 72659 b,128.513290,-1.568217,51.97,,,
HD 72892 b,128.719147,-14.456694,69.87,,,
HD 73267 b,129.074066,-34.459980,54.91,,,
HD 73526 b,129.318680,-41.319103,97.51,,,
HD 73526 c,129.318680,-41.319103,97.51,,,
HD 73534 b,129.815842,12.960376,83.53,,,
HD 74156 b,130.604675,4.578097,64.60,,,
HD 74156 c,130.604675,4.578097,64.60,,,
HD 7449 b,18.622173,-5.047387,38.71,,,
HD 75289 b,131.918289,-41.736794,29.14,,,
HD 75784 b,133.099747,13.233433,85.64,,,
HD 75784 c,133.099747,13.233433,85.64,,,
HD 75898 b,133.461685,33.056812,78.23,,,
HD 76700 b,133.481308,-66.800995,60.99,,,
HD 76920 b,133.820068,-67.265472,184.80,,,
HD 77338 b,135.302063,-25.527061,46.00,,,
HD 7924 b,20.496313,76.710281,17.00,,,
HD 7924 c,20.496313,76.710281,17.00,,,
HD 7924 d,20.496313,76.710281,17.00,,,
HD 79498 b,138.789169,23.375549,49.02,,,
HD 80606 b,140.656540,50.603722,66.60,,,
HD 80653 b,140.339249,14.367923,109.86,,,
HD 81040 b,140.946198,20.364454,34.47,,,
HD 81688 b,142.166626,45.601482,85.92,,,
HD 81817 b,144.272034,81.326385,268.97,,,
HD 82886 b,143.938263,34.780743,127.52,,,
HD 82943 b,143.711395,-12.129546,27.61,,,
HD 82943 c,143.711395,-12.129546,27.61,,,
HD 8326 b,20.531721,-26.893103,30.71,,,
HD 83443 b,144.299286,-43.272205,40.95,,,
HD 8535 b,20.905149,-41.269802,52.50,,,
HD 85390 b,147.510406,-49.790268,33.56,,,
HD 85512 b,147.779388,-43.502789,11.28,,,
HD 8574 b,21.302153,28.566692,44.88,,,
HD 86081 b,149.024658,-3.808422,104.24,,,
HD 86226 b,149.124359,-24.099390,45.57,,,
HD 86226 c,149.124359,-24.099390,45.57,,,
HD 86264 b,149.240997,-15.895122,67.94,,,
HD 8673 b,21.536604,34.579700,37.90,,,
HD 86950 b,150.406708,-17.333023,211.10,,,
HD 87646 b,151.669861,17.895103,135.17,,,
HD 87883 b,152.179749,34.242260,18.30,,,
HD 88133 b,152.531982,18.186871,73.77,,,
HD 89307 b,154.588699,12.621108,32.04,,,
HD 89345 b,154.671066,10.129028,132.80,,,
HD 89744 b,155.544006,41.229530,38.68,,,
HD 90156 b,155.980316,-29.645529,21.96,,,
HD 9174 b,22.504177,-19.604502,81.68,,,
HD 92788 b,160.702209,-2.183756,34.69,,,
HD 92788 c,160.702209,-2.183756,34.69,,,
HD 92987 b,160.901108,-39.058426,43.59,,,
HD 93083 b,161.087143,-33.577023,28.54,,,
HD 9446 b,23.334101,29.265148,50.42,,,
HD 9446 c,23.334101,29.265148,50.42,,,
HD 94834 b,164.312973,24.142782,98.43,,,
HD 95086 b,164.262589,-68.667343,86.44,,,
HD 95089 b,164.698898,1.729216,137.46,,,
HD 95089 c,164.698898,1.729216,137.46,,,
HD 95127 b,164.896194,43.814465,689.75,,,
HD 95338 b,164.859604,-56.623039,36.97,,,
HD 95872 b,165.867114,-22.093977,72.37,,,
HD 96063 b,166.185226,-2.513218,140.62,,,
HD 96127 b,166.441452,44.301559,597.42,,,
HD 96167 b,166.312790,-10.291301,85.51,,,
HD 97048 b,167.013824,-77.654854,185.00,,,
HD 97658 b,168.638184,25.710384,21.58,,,
HD 98219 b,169.448135,-23.975414,114.07,,,
HD 98649 b,170.215698,-23.217342,42.22,,,
HD 98736 b,170.455597,18.190001,32.48,,,
HD 99109 b,171.072327,-1.529076,54.88,,,
HD 99492 b,171.692825,3.006328,18.21,,,
HD 99706 b,172.125885,43.966579,147.21,,,
HD 99706 c,172.125885,43.966579,147.21,,,
HIP 105854 b,321.595306,-37.829430,78.80,,,
HIP 107772 b,327.499115,-41.245037,23.66,,,
HIP 107773 b,327.500519,-64.712540,103.63,,,
HIP 109384 b,332.405823,71.314331,56.20,,,
HIP 109600 b,333.026062,29.065811,58.60,,,
HIP 116454 b,353.955353,0.445516,62.56,,,
HIP 12961 b,41.678692,-23.086611,23.39,,,
HIP 14810 b,47.809292,21.097359,50.55,,,
HIP 14810 c,47.809292,21.097359,50.55,,,
HIP 14810 d,47.809292,21.097359,50.55,,,
HIP 35173 b,109.044479,-3.665910,33.19,,,
HIP 38594 b,118.545349,-25.303175,17.80,,,
HIP 38594 c,118.545349,-25.303175,17.80,,,
HIP 41378 b,126.616043,10.080378,106.61,,,
HIP 41378 c,126.616043,10.080378,106.61,,,
HIP 41378 d,126.616043,10.080378,106.61,,,
HIP 41378 e,126.616043,10.080378,106.61,,,
HIP 41378 f,126.616043,10.080378,106.61,,,
HIP 4845 b,15.588049,-10.423863,21.11,,,
HIP 48714 b,149.036133,62.788464,10.53,,,
HIP 5158 b,16.508533,-22.453154,51.68,,,
HIP 5158 c,16.508533,-22.453154,51.68,,,
HIP 54373 b,166.865433,-19.291489,18.73,,,
HIP 54373 c,166.865433,-19.291489,18.73,,,
HIP 57274 b,176.170685,30.959293,25.88,,,
HIP 57274 c,176.170685,30.959293,25.88,,,
HIP 57274 d,176.170685,30.959293,25.88,,,
HIP 63242 b,194.383163,-65.646461,157.16,,,
HIP 65 A b,0.185667,-54.830814,61.89,,,
HIP 65407 b,201.087662,48.885094,55.50,,,
HIP 65407 c,201.087662,48.885094,55.50,,,
HIP 65426 b,201.150406,-51.504459,111.40,,,
HIP 65891 b,202.605301,-58.664356,136.05,,,
HIP 67522 b,207.526169,-40.835800,127.27,,,
HIP 67537 b,207.580826,-39.900856,112.60,,,
HIP 67851 b,208.466919,-35.314362,65.96,,,
HIP 67851 c,208.466919,-35.314362,65.96,,,
HIP 70849 b,217.327347,-46.463818,24.07,,,
HIP 71135 b,218.217590,-52.646271,32.36,,,
HIP 74890 b,229.572205,-41.420570,91.49,,,
HIP 78530 b,240.481064,-21.980389,156.70,,,
HIP 79098 AB b,242.182175,-23.685415,146.30,,,
HIP 79431 b,243.174057,-18.875504,14.54,,,
HIP 8541 b,27.526375,-54.464962,168.63,,,
HIP 91258 b,279.221466,61.702503,45.95,,,
HIP 97233 b,296.421967,-0.696645,102.58,,,
HN Peg b,326.130554,14.771939,18.13,,,
HR 2562 b,102.504227,-60.249146,34.04,,,
HR 5183 b,206.738007,6.350375,31.49,,,
HR 810 b,40.639442,-50.800293,17.33,,,
HR 858 b,42.984360,-30.814520,31.99,,,
HR 858 c,42.984360,-30.814520,31.99,,,
HR 858 d,42.984360,-30.814520,31.99,,,
HR 8799 b,346.869659,21.134251,39.40,,,
HR 8799 c,346.869659,21.134251,39.40,,,
HR 8799 d,346.869659,21.134251,39.40,,,
HR 8799 e,346.869659,21.134251,39.40,,,
HU Aqr AB b,316.992450,-5.294575,192.20,,,
HU Aqr AB c,316.992450,-5.294575,192.20,,,
HW Vir b,191.084320,-8.671344,181.00,,,
IC 4651 9122 b,261.208618,-49.948917,879.38,,,
K2-10 b,172.121964,1.690636,274.48,,,
K2-100 b,129.601257,20.106064,190.04,,,
K2-101 b,130.344086,18.933874,189.33,,,
K2-102 b,130.056046,19.778811,189.17,,,
K2-104 b,129.636749,19.773829,190.21,,,
K2-105 b,125.420280,13.497530,199.28,,,
K2-107 b,284.985382,-22.293402,696.95,,,
K2-108 b,123.381874,16.419609,484.99,,,
K2-11 b,169.042007,1.986840,332.46,,,
K2-110 b,207.349533,-12.284491,116.84,,,
K2-111 b,59.889755,21.298685,201.51,,,
K2-113 b,19.449286,6.868895,649.75,,,
K2-114 b,127.882965,11.922265,484.80,,,
K2-115 b,126.553444,12.281936,418.58,,,
K2-116 b,336.151611,-11.578691,49.46,,,
K2-117 b,133.855682,10.469131,101.95,,,
K2-117 c,133.855682,10.469131,101.95,,,
K2-118 b,132.126892,15.655983,324.70,,,
K2-119 b,132.009735,16.901854,369.66,,,
K2-12 b,173.192032,2.244884,329.36,,,
K2-120 b,132.142990,17.190685,289.54,,,
K2-121 b,126.936722,17.579397,170.37,,,
K2-122 b,126.476311,20.359570,72.19,,,
K2-123 b,134.444183,21.453533,162.36,,,
K2-124 b,133.641190,23.132891,140.40,,,
K2-125 b,204.142120,-14.947603,124.60,,,
K2-126 b,203.546539,-13.576928,103.29,,,
K2-127 b,207.078384,-11.588979,723.97,,,
K2-128 b,204.437653,-8.597065,115.01,,,
K2-129 b,289.148315,-25.644964,27.82,,,
K2-13 b,170.155533,2.502696,345.76,,,
K2-130 b,290.270264,-19.690807,118.41,,,
K2-131 b,182.751556,-9.765218,153.70,,,
K2-132 b,182.166397,-8.747175,620.41,,,
K2-133 b,70.148567,25.010006,75.20,,,
K2-133 c,70.148567,25.010006,75.20,,,
K2-133 d,70.148567,25.010006,75.20,,,
K2-133 e,70.148567,25.010006,75.20,,,
K2-136 b,67.412460,22.882721,59.35,,,
K2-136 c,67.412460,22.882721,59.35,,,
K2-136 d,67.412460,22.882721,59.35,,,
K2-137 b,186.870728,-6.195224,99.15,,,
K2-138 b,348.949036,-10.849696,183.00,,,
K2-138 c,348.949036,-10.849696,183.00,,,
K2-138 d,348.949036,-10.849696,183.00,,,
K2-138 e,348.949036,-10.849696,183.00,,,
K2-138 f,348.949036,-10.849696,183.00,,,
K2-139 b,289.066528,-17.910688,154.60,,,
K2-14 b,178.057022,2.594245,367.72,,,
K2-140 b,188.137344,-9.607640,341.60,,,
K2-141 b,350.916534,-1.189274,61.98,,,
K2-141 c,350.916534,-1.189274,61.98,,,
K2-146 b,130.026779,19.092878,79.31,,,
K2-146 c,130.026779,19.092878,79.31,,,
K2-147 b,293.833191,-28.497833,88.00,,,
K2-148 b,14.517821,-0.193155,121.00,,,
K2-148 c,14.517821,-0.193155,121.00,,,
K2-148 d,14.517821,-0.193155,121.00,,,
K2-149 b,9.821899,7.277100,118.00,,,
K2-15 b,178.110794,4.254747,501.03,,,
K2-150 b,18.344175,8.987539,110.00,,,
K2-151 b,19.304525,9.501381,69.61,,,
K2-152 b,181.632797,-5.827410,108.70,,,
K2-153 b,183.809189,2.020953,143.60,,,
K2-154 b,189.001511,-2.669481,129.80,,,
